extracted,term,title,views,length,upload,score,ratings,likes,dislikes
2013-09-17,adele,Adele - Set Fire to the Rain,18220446,242,2011-03-31T19:23:30.000Z,4.904052,38229,37312,917
2013-09-17,adele,"Rolling In The Deep in the Style of ""Adele"" karaoke video with lyrics (no lead vocal)",18038153,241,2011-06-03T18:23:52.000Z,4.832713,31969,30632,1337
2013-09-17,gotye,Gotye - Somebody That I Used To Know (feat. Kimbra) - official video,430246377,245,2011-07-05T20:58:17.000Z,4.840699,1940583,1863299,77284
2013-09-17,gotye,Somebody That I Used to Know - Walk off the Earth (Gotye - Cover),153604140,265,2012-01-06T06:43:30.000Z,4.9549127,1442881,1426617,16264
2013-09-17,gotye,Gotye - Somebody That I Used To Know  (Lyrics),29659354,306,2012-01-28T18:37:45.000Z,4.8029475,78639,74765,3874
2013-09-17,gotye,Somebody That I Used To Know - WOTE Parody! Key of Awesome #55!,17408465,234,2012-02-08T20:15:51.000Z,4.890784,142360,138473,3887
2013-09-17,gotye,Gotye - Somebody That I Used To Know feat. Kimbra - PARODIE,17016351,229,2012-01-20T14:31:59.000Z,4.7776246,132173,124825,7348
2013-09-17,gotye,Gotye - Eyes Wide Open - official video,16976085,198,2010-10-25T21:32:43.000Z,4.92003,64124,62842,1282
2013-09-17,gotye,Somebody That I Used To Know - Pentatonix (Gotye cover),16776728,206,2012-02-06T11:16:10.000Z,4.9616594,229210,227013,2197
2013-09-17,gotye,"Gotye performing ""Somebody That I Used To Know"" on KCRW",15950442,248,2011-11-15T22:01:30.000Z,4.9208527,84905,83225,1680
2013-09-17,gotye,Somebody That I Used To Know - Gotye feat. Kimbra (Lyrics On Screen),14835659,245,2011-08-31T14:37:08.000Z,4.78853,33007,31262,1745
2013-09-17,gotye,Somebody That I Used To Know - Gotye feat. Kimbra (Boyce Avenue acoustic cover) on iTunes & Spotify,13403113,260,2012-05-06T14:56:05.000Z,4.8946104,105817,103029,2788
2013-09-17,gotye,Rita Ora - Somebody That I Used To Know (Gotye & Kimbra Cover @ Radio 1's Live Lounge),13194276,209,2012-02-14T00:13:12.000Z,4.587731,53402,47898,5504
2013-09-17,gotye,'The Star Wars That I Used To Know' - Gotye 'Somebody That I Used To Know' Parody,13039919,309,2012-06-27T12:00:13.000Z,4.8690853,155949,150845,5104
2013-09-17,gotye,Somebody that I used to know - Gotye (subtitulada),12491647,245,2011-10-20T02:32:13.000Z,4.911548,45584,44576,1008
2013-09-17,gotye,Gotye - Somebody That I Used To Know (Feat. Kimbra) (4FRNT Remix),11700579,287,2012-01-27T06:56:24.000Z,4.913879,58383,57126,1257
2013-09-17,gotye,"Me Singing - ""Somebody That I Used To Know"" by Gotye ft. Kimbra - Christina Grimmie Cover",9156011,244,2012-02-24T17:37:13.000Z,4.78862,128508,121717,6791
2013-09-17,gotye,Gotye - Somebody That I Used To Know ft. Kimbra (KDrew Dubstep Remix),8717325,308,2012-02-29T20:28:21.000Z,4.908052,70953,69322,1631
2013-09-17,gotye,Gotye 'Hearts a Mess' By Gotye,8647135,290,2007-08-16T00:03:38.000Z,4.9216976,32796,32154,642
2013-09-17,gotye,Gotye - Hearts A Mess - official video,8050682,280,2007-12-06T01:57:09.000Z,4.922919,39439,38679,760
2013-09-17,gotye,Gotye ft. Kimbra - Somebody that I used to know with lyrics,7521293,248,2011-10-09T13:48:25.000Z,4.918104,24519,24017,502
2013-09-17,gotye,Gotye - Bronte - official video,7425027,194,2011-08-08T14:25:57.000Z,4.959754,42141,41717,424
2013-09-17,gotye,Gotye - Somebody That I Used To Know ft. Kimbra (KDrew Dubstep Remix),7320573,294,2012-03-06T16:00:10.000Z,4.797177,31949,30329,1620
2013-09-17,gotye,"""Kicked Your Monkey""  A Bad Lip Reading of Gotye's ""Somebody That I Used To Know""",7176014,266,2012-05-03T16:17:11.000Z,4.8300915,45036,43123,1913
2013-09-17,gotye,GOTYE - Somebody That I Used To Know (Feat. Kimbra) - Live at the 2011 ARIA's,7091886,237,2011-11-27T10:43:01.000Z,4.887967,27599,26826,773
2013-09-17,gotye,That Gotye Song,6985129,282,2012-07-11T17:36:15.000Z,4.89139,78188,76065,2123
2013-09-17,gotye,Some Study That I Used to Know (Gotye Parody),6771441,169,2012-06-06T21:30:09.000Z,4.8932867,86025,83730,2295
2013-09-17,gotye,Somebody That I Used to Know - Walk off the Earth (Gotye - Cover),6610464,265,2012-01-09T15:41:45.000Z,4.9646926,62876,62321,555
2013-09-17,gotye,Gotye - Easy Way Out - official video,6610998,133,2012-02-25T03:14:56.000Z,4.9182377,42220,41357,863
2013-09-17,gotye,SOMEBODY THAT I USED TO KNOW - GOTYE COVER,6154532,246,2012-02-14T14:32:24.000Z,,,,
2013-09-17,gotye,Gotye Ft. Kimbra - Somebody That I Used To Know (Eavesdrop DnB Remix),5913134,322,2011-09-15T10:50:19.000Z,3.9556918,13203,9756,3447
2013-09-17,gotye,"Mayday Parade - ""Somebody That I Used To Know"" feat. Vic Fuentes (Punk Goes Pop 5)",5510188,204,2012-10-15T05:31:29.000Z,4.947085,57224,56467,757
2013-09-17,gotye,Somebody That I Used To Know - Acapella version,5466572,256,2012-03-26T20:18:27.000Z,4.9637294,111495,110484,1011
2013-09-17,gotye,Gotye - Somebody That I Used To Know feat. Kimbra (Tiesto Remix),5257784,274,2012-04-20T16:18:57.000Z,4.8633623,29011,28020,991
2013-09-17,gotye,Gotye - Somebody That I Used To Know (Acoustic Cover By Tim Whybrow),5174344,274,2012-04-11T10:50:30.000Z,4.1879206,21392,17049,4343
2013-09-17,gotye,Radio 538: Gotye - Somebody That I Used To Know (Jeroen Nieuwenhuize remix),5076306,250,2011-10-14T05:25:33.000Z,4.368882,11871,9998,1873
2013-09-17,gotye,Avicii - Levels VS Gotye ft Kimbra - Somebody that I used to know,4727198,300,2011-12-14T21:06:55.000Z,4.775111,16666,15729,937
2013-09-17,gotye,Gotye - Somebody That I Used To Know (Nico Pusch Remix),4388739,472,2011-12-16T12:26:26.000Z,4.3489475,7600,6363,1237
2013-09-17,gotye,Gotye - Somebody That I Used To Know - Michael Schulte & Max Giesinger COVER,4338234,194,2012-01-01T14:51:27.000Z,4.9130774,43579,42632,947
2013-09-17,gotye,Gotye - State Of The Art - official video,4110678,324,2011-08-13T12:01:28.000Z,4.9098277,26039,25452,587
2013-09-17,one direction,One Direction - What Makes You Beautiful,429093681,207,2011-08-19T15:00:00.000Z,4.5699177,1876998,1675182,201816
2013-09-17,one direction,One Direction - One Thing,266742327,198,2012-01-13T16:00:00.000Z,4.737758,1134754,1060359,74395
2013-09-17,one direction,One Direction - Live While We're Young,239797597,198,2012-09-20T17:04:23.000Z,4.7373047,1399781,1307852,91929
2013-09-17,one direction,One Direction - Kiss You (Official),167408823,191,2013-01-07T19:57:08.000Z,4.763976,1232230,1159521,72709
2013-09-17,one direction,One Direction - One Way Or Another (Teenage Kicks),144717976,203,2013-02-20T23:55:26.000Z,4.8276353,1157267,1107399,49868
2013-09-17,one direction,One Direction - Little Things,124618187,218,2012-11-02T17:06:36.000Z,4.8475966,1016435,977708,38727
2013-09-17,one direction,One Direction - Best Song Ever,113747332,373,2013-07-22T17:10:08.000Z,4.701257,1588295,1469672,118623
2013-09-17,one direction,One Direction - Gotta Be You,112803872,237,2011-11-08T14:44:27.000Z,4.834625,622125,596404,25721
2013-09-17,one direction,Rock Me - One Direction (BEST LYRIC VIDEO),46841482,200,2012-11-03T16:10:10.000Z,4.8430934,220641,211986,8655
2013-09-17,one direction,One Direction - One Thing ( Lyrics + Pictures ),45597936,194,2011-12-10T22:16:49.000Z,4.8178215,116062,110776,5286
2013-09-17,one direction,One Direction - More Than This (Up All Night: The Live Tour),41860570,231,2012-05-10T20:40:07.000Z,4.9032965,294632,287509,7123
2013-09-17,one direction,One Direction - More Than This ( Lyrics + Pictures ),36910214,236,2011-11-30T03:32:16.000Z,4.9067717,150255,146753,3502
2013-09-17,one direction,"""What Makes You Beautiful"" by One Direction - cover by CIMORELLI!",35005302,223,2011-12-16T21:22:52.000Z,4.4567366,196067,169438,26629
2013-09-17,one direction,One Direction - Forever Young ( Lyrics + Pictures ),33734343,223,2012-02-09T17:44:46.000Z,4.7859516,148004,140084,7920
2013-09-17,one direction,One Direction - Irresistible (Lyrics + Pictures + Download Link),33128282,235,2012-11-13T04:57:19.000Z,4.9070735,164775,160947,3828
2013-09-17,one direction,One Direction - One Thing (Acoustic Video),32719546,189,2011-12-06T23:29:11.000Z,4.93911,298637,294091,4546
2013-09-17,one direction,One Direction - What Makes You Beautiful  ( Lyrics + Pictures ),31944429,205,2011-09-29T20:18:43.000Z,4.766039,82595,77764,4831
2013-09-17,one direction,What Makes You Beautiful - One Direction Parody! Key of Awesome #57,31901098,212,2012-04-21T18:12:22.000Z,4.420148,237357,202949,34408
2013-09-17,one direction,The Adventurous Adventures of One Direction,30572849,1092,2012-05-29T18:28:12.000Z,4.8570895,389167,375263,13904
2013-09-17,one direction,One Direction - Little Things (Lyric Video),29515396,217,2012-10-29T07:00:37.000Z,4.911821,405991,397041,8950
2013-09-17,one direction,One Direction - What Makes You Beautiful (Lyric Video),27422968,203,2011-08-10T18:30:35.000Z,4.8490763,136811,131649,5162
2013-09-17,one direction,One Direction - Live While We're Young ( Lyrics + Pictures ),26207752,199,2012-09-22T12:46:59.000Z,4.826062,97644,93398,4246
2013-09-17,one direction,One Direction - What Makes You Beautiful (MattyBRaps Cover),25529888,141,2012-04-24T14:34:28.000Z,4.2151504,178954,143841,35113
2013-09-17,one direction,"One Direction - What Makes You Beautiful (5 Piano Guys, 1 piano) - ThePianoGuys",25161698,201,2012-07-18T19:54:47.000Z,4.9570446,358790,354937,3853
2013-09-17,one direction,One Direction - One Thing (MattyBRaps Cover),24796004,150,2012-07-13T00:20:57.000Z,4.221799,135934,109488,26446
2013-09-17,one direction,One Direction - Up All Night ( Lyrics + Pictures ),24485607,194,2012-01-11T20:49:42.000Z,4.8858194,90033,87463,2570
2013-09-17,one direction,One Direction - Another World ( Lyrics + Pictures ),23342847,206,2011-11-11T20:29:27.000Z,4.937977,105251,103619,1632
2013-09-17,one direction,One Direction - Kiss You (Lyric Video),22621791,184,2012-12-19T20:00:35.000Z,4.8664956,190076,183732,6344
2013-09-17,one direction,"""One Thing"" by One Direction, cover by CIMORELLI",22349452,338,2012-06-29T17:19:17.000Z,4.571388,119390,106597,12793
2013-09-17,one direction,One Direction - They Don't Know About Us (Lyrics On Screen),20245864,200,2012-11-03T13:00:20.000Z,4.8995743,93243,90902,2341
2013-09-17,one direction,"One Direction - First Auditions - Harry, Niall, Zayn, Louis and Liam",19178867,655,2010-12-15T22:02:46.000Z,4.8077846,108753,103527,5226
2013-09-17,one direction,One Direction - What Makes You Beautiful (Boyce Avenue cover) on iTunes & Spotify,17598578,236,2011-10-16T10:38:14.000Z,4.9342575,124303,122260,2043
2013-09-17,one direction,One Direction - Moments ( Lyrics + Pictures ),17559784,262,2011-12-23T21:10:01.000Z,4.9290237,88255,86689,1566
2013-09-17,one direction,One Direction - What Makes You Beautiful (February 17th 2012 @Sanremo Music Festival - Italy),15434625,380,2012-02-18T10:31:01.000Z,4.66776,44522,40824,3698
2013-09-17,one direction,One Direction - What Makes You Beautiful - Lyrics On Screen,15102482,198,2011-08-12T14:42:30.000Z,4.7396264,26654,24919,1735
2013-09-17,one direction,One Direction - One Thing PARODY!  Key of Awesome #61,14704933,212,2012-07-27T18:47:51.000Z,4.487973,92667,80805,11862
2013-09-17,pitbull,Jennifer Lopez - On The Floor ft. Pitbull,690927503,267,2011-03-04T01:13:27.000Z,4.701369,1331287,1231896,99391
2013-09-17,pitbull,Pitbull - Rain Over Me ft. Marc Anthony,429443242,234,2011-07-22T07:00:00.000Z,4.830956,887557,850048,37509
2013-09-17,pitbull,"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer",307236581,267,2011-05-06T19:43:15.000Z,4.897013,715043,696633,18410
2013-09-17,pitbull,Pitbull - International Love ft. Chris Brown,292519140,249,2011-12-08T23:03:29.000Z,4.815986,700317,668100,32217
2013-09-17,pitbull,Jennifer Lopez - Dance Again ft. Pitbull,247039084,267,2012-04-06T01:00:08.000Z,4.718331,585836,544583,41253
2013-09-17,pitbull,Pitbull - I Know You Want Me (Calle Ocho) OFFICIAL VIDEO (Ultra Music),216537130,247,2009-03-09T22:18:29.000Z,4.556286,312219,277585,34634
2013-09-17,pitbull,Shakira - Rabiosa (English Version) ft. Pitbull,172101902,171,2011-06-07T07:00:00.000Z,4.5978003,342606,308157,34449
2013-09-17,pitbull,Pitbull - Hey Baby (Drop It To The Floor) ft. T-Pain,132650015,206,2010-11-06T06:22:56.000Z,4.896793,254750,248177,6573
2013-09-17,pitbull,Pitbull - Feel This Moment ft. Christina Aguilera,113079696,230,2013-03-15T19:03:48.000Z,4.824207,445182,425617,19565
2013-09-17,pitbull,"Pitbull - Bon, Bon",100727535,218,2011-03-22T18:51:55.000Z,4.711634,162696,150967,11729
2013-09-17,pitbull,Usher - DJ Got Us Fallin' in Love ft. Pitbull,97994380,247,2010-08-25T17:19:24.000Z,4.911646,284039,277765,6274
2013-09-17,pitbull,Jennifer Lopez Provoca Ereccion a Pitbull @AMA 2011 [@buscandosonido],84882664,33,2011-11-22T18:56:09.000Z,3.8543806,31651,22586,9065
2013-09-17,pitbull,Nayer Ft. Pitbull & Mohombi - Suavemente (Official Video HD) [Kiss Me / Suave],77147483,224,2011-10-25T17:33:00.000Z,4.903435,175965,171717,4248
2013-09-17,pitbull,Pitbull - Hotel Room Service,70964919,269,2009-11-14T16:05:17.000Z,4.8181176,127027,121251,5776
2013-09-17,pitbull,Jennifer Lopez - Live It Up ft. Pitbull,62709148,271,2013-05-17T23:27:35.000Z,4.5877643,241755,216840,24915
2013-09-17,pitbull,Pitbull - Don't Stop The Party ft. TJR,42838228,214,2012-10-26T07:00:11.000Z,4.726478,157896,147099,10797
2013-09-17,pitbull,DJ Got Us Falling In Love Again Lyrics HD | Usher feat. Pitbull,41449596,219,2010-07-10T09:27:42.000Z,4.8716507,68220,66031,2189
2013-09-17,pitbull,"Best remixes of Summer (Rihanna,Pitbull,Tom Boxer,Sasha Lopez,...) MegaMix",40806819,2047,2011-11-06T11:51:19.000Z,4.809286,79281,75501,3780
2013-09-17,pitbull,Pitbull - Get It Started ft. Shakira,38002882,269,2012-08-02T13:00:09.000Z,4.8175383,158170,150955,7215
2013-09-17,pitbull,"Give Me Everything (Tonight) - Pitbull ft. Neyo, Nayer & Afrojack w/ lyrics on screen & download HD",36106587,247,2011-04-21T20:29:18.000Z,4.8466134,60944,58607,2337
2013-09-17,pitbull,Pitbull Feat. Jencarlos - Tu Cuerpo ft. Jencarlos,33197541,244,2011-03-11T00:36:31.000Z,4.836518,57621,55266,2355
2013-09-17,pitbull,Havana Brown - We Run The Night (Explicit) ft. Pitbull,32314538,239,2012-03-07T09:00:07.000Z,4.879481,136476,132364,4112
2013-09-17,pitbull,Pit Bull Fight,32003725,224,2008-01-01T03:00:28.000Z,3.6289954,23183,15237,7946
2013-09-17,pitbull,"Give me everything - Pitbull ft Ne-yo, Afrojack & Nayer + Lyrics",31610542,250,2011-02-26T13:58:20.000Z,4.8306065,36058,34531,1527
2013-09-17,pitbull,Nayer Ft. Pitbull & Mohombi - Suavemente (CDQ),27494132,221,2011-07-25T13:50:36.000Z,4.891078,33602,32687,915
2013-09-17,pitbull,"Pitbull feat. Ne-Yo, Afrojack & Nayer - Give Me Everything | Official Lyrics On Screen | HQ/HD",26851269,251,2011-04-10T09:23:50.000Z,4.833187,31964,30631,1333
2013-09-17,pitbull,"""Go Girl (ft. Trina & Young Bo$$)"" Music Video - Pitbull",26148376,238,2007-11-21T15:50:09.000Z,4.7095184,26549,24621,1928
2013-09-17,pitbull,Jennifer Lopez feat. Pitbull On The Floor Lyrics On Screen HD,24417219,230,2011-02-06T20:41:49.000Z,4.8695893,37819,36586,1233
2013-09-17,pitbull,Pitbull featuring Akon - Shut It Down ft. Akon,24397663,227,2009-11-24T08:05:26.000Z,4.9076834,47012,45927,1085
2013-09-17,pitbull,Pitbull ft. T-Pain - Hey Baby (Drop It To The Floor) + [Lyrics On Screen] - HQ/HD,23885853,209,2010-11-09T19:05:39.000Z,4.8535,32901,31696,1205
2013-09-17,pitbull,R.J. feat. Pitbull - U Know It Ain't Love (David May Mix) (Official Video HD),23721849,210,2011-12-02T08:42:46.000Z,4.609678,43687,39424,4263
2013-09-17,pitbull,Inna feat. Pitbull - In my life  [NEW 2011],23170685,219,2011-08-31T20:21:26.000Z,4.5649743,17176,15308,1868
2013-09-17,pitbull,Pitbull - Move Shake Drop,23065107,136,2008-03-05T13:05:10.000Z,4.822932,20670,19755,915
2013-09-17,pitbull,Pitbull - I Know You Want Me (Calle Ocho),22711032,241,2009-05-26T10:05:58.000Z,4.7969933,35388,33592,1796
2013-09-17,pitbull,"Pitbull Feat. Ne-Yo, Afrojack & Nayer - Give Me Everything (Tonight)",22550119,252,2011-05-08T15:28:28.000Z,4.8775535,35738,34644,1094
2013-09-17,pitbull,pitbull decapita bebe,22453010,16,2008-08-31T17:41:57.000Z,1.6483067,34459,5585,28874
2013-09-17,pitbull,Jay Sean - I'm All Yours ft. Pitbull,21994086,249,2012-05-23T20:21:33.000Z,4.873421,82731,80113,2618
2013-09-17,pitbull,Give Me Everything (Audio),21865091,258,2011-03-25T18:01:56.000Z,4.8855524,36698,35648,1050
2013-09-17,macklemore,MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (OFFICIAL VIDEO),422134491,233,2012-08-29T15:53:50.000Z,4.8533573,2228548,2146848,81700
2013-09-17,macklemore,MACKLEMORE & RYAN LEWIS - CAN'T HOLD US FEAT. RAY DALTON (OFFICIAL MUSIC VIDEO),126394050,424,2013-04-17T16:00:22.000Z,4.8855257,847003,822763,24240
2013-09-17,macklemore,Macklemore & Ryan Lewis - Can't Hold Us,93204381,266,2011-08-16T16:52:14.000Z,4.929321,341995,335952,6043
2013-09-17,macklemore,MACKLEMORE & RYAN LEWIS - SAME LOVE feat. MARY LAMBERT (OFFICIAL VIDEO),79849729,424,2012-10-02T19:18:47.000Z,4.849527,778265,748988,29277
2013-09-17,macklemore,MACKLEMORE X RYAN LEWIS - AND WE DANCED [OFFICIAL VIDEO],52849311,363,2011-10-31T20:10:12.000Z,4.830229,259926,248894,11032
2013-09-17,macklemore,Macklemore - Thrift Shop Ft. Wanz Lyrics On Screen,42460525,236,2012-08-31T13:18:30.000Z,4.848273,116314,111902,4412
2013-09-17,macklemore,"Macklemore x Ryan Lewis ""WINGS"" Official Music Video",35338399,333,2011-07-20T08:26:41.000Z,4.93806,252243,248337,3906
2013-09-17,macklemore,MACKLEMORE X RYAN LEWIS - OTHERSIDE REMIX FEAT. FENCES [MUSIC VIDEO],31967998,305,2011-08-31T16:43:27.000Z,4.941206,230839,227446,3393
2013-09-17,macklemore,Macklemore & Ryan Lewis - Can't Hold Us (Live on KEXP),22783019,274,2011-11-21T18:17:22.000Z,4.8578124,144457,139322,5135
2013-09-17,macklemore,Can't Hold Us Lyrics- Macklemore and Ryan Lewis,18452998,275,2011-09-27T02:50:55.000Z,4.9275446,58077,57025,1052
2013-09-17,macklemore,TEENS REACT TO THRIFT SHOP (Macklemore & Ryan Lewis),13307218,451,2013-02-03T20:33:14.000Z,4.837744,125678,120580,5098
2013-09-17,macklemore,Pot Shop - Macklemore Thrift Shop PARODY,12456952,272,2013-01-09T17:58:01.000Z,4.7061167,137279,127193,10086
2013-09-17,macklemore,Macklemore X Ryan Lewis - Can't Hold Us Feat. Ray Dalton,12303976,266,2011-08-19T01:45:55.000Z,4.953416,59162,58473,689
2013-09-17,macklemore,"MACKLEMORE & RYAN LEWIS - ""Irish Celebration"" (Official Music Video)",11950532,284,2011-01-26T18:06:54.000Z,4.9276004,72818,71500,1318
2013-09-17,macklemore,Macklemore - Otherside,11223086,313,2009-11-10T18:59:16.000Z,4.9035583,51264,50028,1236
2013-09-17,macklemore,"Macklemore ""THE TOWN"" Official Music Video",11189855,333,2009-12-24T16:26:08.000Z,4.932353,56706,55747,959
2013-09-17,macklemore,Macklemore and Ryan Lewis - My Oh My (Official Video),10276976,264,2011-01-12T20:32:27.000Z,4.9449444,63645,62769,876
2013-09-17,macklemore,Thrift Shop - Macklemore & Ryan Lewis ft Wanz (Alex G Acoustic Cover) Music Video,9822133,215,2013-01-10T08:26:56.000Z,4.8428245,152721,146720,6001
2013-09-17,macklemore,Thrift Shop - Pentatonix (Macklemore & Ryan Lewis cover),9705347,209,2013-01-15T00:23:48.000Z,4.917917,149409,146343,3066
2013-09-17,macklemore,Macklemore THRIFT SHOP - Rolanda & Richard (Parody),9538119,216,2013-03-20T16:40:45.000Z,4.6661825,64694,59295,5399
2013-09-17,macklemore,"Macklemore & Ryan Lewis - ""Thrift Shop"" PARODY",8854994,245,2013-03-01T23:18:02.000Z,4.693886,78180,72197,5983
2013-09-17,macklemore,Macklemore x Ryan Lewis - Otherside (Original) [Music Video Edit],8489763,308,2011-09-12T22:29:53.000Z,4.9326577,55656,54719,937
2013-09-17,macklemore,Macklemore - And We Danced,8395449,323,2009-11-18T23:22:30.000Z,4.8792367,25107,24349,758
2013-09-17,macklemore,Thrift Shop Macklemore feat Wanz (Official Full) Lyrics + Download,8270342,241,2012-08-29T00:47:21.000Z,4.907535,29157,28483,674
2013-09-17,macklemore,Sophia Grace & Rosie Perform 'Thrift Shop',8105468,141,2013-04-29T13:00:29.000Z,4.6101966,70456,63590,6866
2013-09-17,macklemore,Macklemore X Ryan Lewis ft. Mary Lambert- Same Love (With Lyrics),7862298,321,2012-07-18T21:26:21.000Z,4.920488,39843,39051,792
2013-09-17,macklemore,Thrift Shop (Macklemore feat. Wanz) PARODIE,7605156,189,2013-03-08T15:01:48.000Z,4.823327,100570,96128,4442
2013-09-17,macklemore,Macklemore - And We Danced (Lyrics),7559046,247,2012-01-07T22:49:14.000Z,4.7980905,19692,18698,994
2013-09-17,macklemore,Thrift Shop - Lindsey Stirling & Tyler Ward (Macklemore & Ryan Lewis Cover),7522664,247,2013-01-15T08:59:40.000Z,4.8155165,124152,118426,5726
2013-09-17,macklemore,Thrift Shop - MACKLEMORE Parody ( TOY STORE ),7091957,233,2013-03-30T17:01:00.000Z,4.522337,71071,62584,8487
2013-09-17,macklemore,MACKLEMORE & RYAN LEWIS - THRIFT SHOP FEAT. WANZ (MATTYBRAPS COVER),6534411,171,2013-02-21T14:28:49.000Z,3.3306582,80990,47190,33800
2013-09-17,macklemore,O PAPA RENUNCIOU! - Parodia MACKLEMORE & RYAN LEWIS | THRIFT SHOP,6465883,178,2013-02-26T14:34:23.000Z,4.3666654,97364,81948,15416
2013-09-17,macklemore,Macklemore & Ryan Lewis - The Heist (Full Album - Deluxe Edition),5743858,4587,2013-03-02T19:10:11.000Z,4.9281316,34118,33505,613
2013-09-17,macklemore,Macklemore - Otherside Ft. Fences (Official Music Video),4746662,305,2012-03-07T23:10:28.000Z,4.9566865,36940,36540,400
2013-09-17,macklemore,Johny Machette - Se Zblaznim,4614925,174,2013-03-31T18:39:25.000Z,4.2669296,44847,36628,8219
2013-09-17,macklemore,MACKLEMORE X RYAN LEWIS - VICTORY LAP [OFFICIAL VIDEO],4572047,235,2012-04-10T11:35:04.000Z,4.954433,29495,29159,336
2013-09-17,macklemore,[Official Video] Can't Hold Us - Pentatonix (Macklemore & Ryan Lewis cover),4423848,249,2013-08-20T17:41:57.000Z,4.86491,106270,102681,3589
2013-09-17,macklemore,Macklemore - The End,4229463,389,2009-12-17T11:28:16.000Z,4.936217,16807,16539,268
2013-09-17,bruno mars,Bruno Mars - The Lazy Song [OFFICIAL VIDEO],416972718,209,2011-04-15T22:03:14.000Z,4.860786,1389628,1341264,48364
2013-09-17,bruno mars,Bruno Mars - Just The Way You Are [OFFICIAL VIDEO],323265903,242,2010-09-08T21:07:11.000Z,4.9262323,864446,848504,15942
2013-09-17,bruno mars,Bruno Mars - Grenade [OFFICIAL VIDEO],312678555,236,2010-11-22T16:48:50.000Z,4.8882904,892384,867462,24922
2013-09-17,bruno mars,LIL WAYNE - Mirror ft. Bruno Mars,245029142,243,2012-01-31T18:55:00.000Z,4.7943077,997626,946325,51301
2013-09-17,bruno mars,Bruno Mars - Locked Out Of Heaven [OFFICIAL VIDEO],192872178,235,2012-10-15T19:03:03.000Z,4.876831,859146,832691,26455
2013-09-17,bruno mars,Bruno Mars - It Will Rain [OFFICIAL VIDEO],171324377,267,2011-11-10T21:54:11.000Z,4.9378986,635153,625292,9861
2013-09-17,bruno mars,Travie McCoy: Billionaire ft. Bruno Mars [OFFICIAL VIDEO],151081064,214,2010-05-06T16:07:50.000Z,4.9128537,448259,438493,9766
2013-09-17,bruno mars,Bruno Mars - When I Was Your Man [Official Video],136305286,238,2013-02-05T20:01:34.000Z,4.885869,717141,696679,20462
2013-09-17,bruno mars,B.o.B - Nothin' On You [feat. Bruno Mars] (Official Video),110322492,231,2010-03-09T20:27:06.000Z,4.9357696,272705,268326,4379
2013-09-17,bruno mars,"Snoop Dogg & Wiz Khalifa - Young, Wild and Free ft. Bruno Mars [Official Video]",108460645,258,2011-11-28T21:07:56.000Z,4.908681,390981,382055,8926
2013-09-17,bruno mars,"Bruno Mars - ""Grenade"" (Studio Session) LIVE!!!",56743308,268,2010-10-22T14:18:04.000Z,4.903408,167053,163019,4034
2013-09-17,bruno mars,Bad Meets Evil - Lighters ft. Bruno Mars,53953322,309,2011-08-22T15:58:00.000Z,4.932817,326927,321436,5491
2013-09-17,bruno mars,Bruno Mars - Treasure [Official Music Video],47337233,192,2013-06-14T14:10:13.000Z,4.888283,355505,345576,9929
2013-09-17,bruno mars,Bruno Mars - Marry You,45951789,232,2010-12-03T08:13:15.000Z,4.9172564,98521,96483,2038
2013-09-17,bruno mars,"Bruno Mars - ""The Lazy Song"" (Studio Session) LIVE!!!!",42879005,175,2010-10-22T14:11:59.000Z,4.88509,109442,106298,3144
2013-09-17,bruno mars,The Lazy Song-Bruno Mars (cover) Megan Nicole,41020089,218,2012-03-15T04:41:00.000Z,4.6911097,232445,214495,17950
2013-09-17,bruno mars,"Young, Wild & Free - Wiz Khalifa Feat. Snoop Dogg & Bruno Mars // Lyrics [HD]",36291150,209,2012-02-02T22:11:20.000Z,4.720507,69440,64588,4852
2013-09-17,bruno mars,Count On Me - Bruno Mars Lyrics,35238788,198,2011-04-22T21:17:12.000Z,4.9373646,142731,140496,2235
2013-09-17,bruno mars,Bruno Mars -When I was your man (lyrics),31794863,222,2012-12-04T10:23:32.000Z,4.9452305,87129,85936,1193
2013-09-17,bruno mars,Bruno Mars - Liquor Store Blues ft. Damian Marley [OFFICIAL VIDEO],29583865,244,2011-03-04T18:53:14.000Z,4.9505224,138811,137094,1717
2013-09-17,bruno mars,Maddi Jane - Just The Way You Are (Bruno Mars),28666226,200,2010-12-18T00:44:31.000Z,4.8527803,178101,171546,6555
2013-09-17,bruno mars,Bruno Mars - Talking To The Moon,27436776,206,2010-07-25T15:05:45.000Z,4.9167304,73448,71919,1529
2013-09-17,bruno mars,Bruno Mars - The Other Side ft. Cee Lo Green & B.o.B (HOME VIDEO),26679680,241,2010-07-14T20:57:00.000Z,4.931779,72177,70946,1231
2013-09-17,bruno mars,"Travie McCoy feat. Bruno Mars - ""Billionaire"" [OFFICIAL MUSIC VIDEO]",24677442,214,2010-05-07T22:28:15.000Z,4.930635,77157,75819,1338
2013-09-17,bruno mars,Teenage Dream & Just the way you are - Acapella Cover - Katy Perry - Bruno Mars - Mike Tompkins,22845074,161,2010-08-19T15:20:36.000Z,4.938995,207655,204488,3167
