company_permalink,company_name,company_category_code,company_country_code,company_state_code,company_region,company_city,funding_round_type,funded_at,raised_amount_usd
/company/morph-labs,Morphlabs,enterprise,USA,CA,Los Angeles,Manhattan Beach,series-a,2011-02-11,
/company/morph-labs,Morphlabs,enterprise,USA,CA,Los Angeles,Manhattan Beach,series-c+,2013-08-22,10000000
/company/morpho-technologies,Morpho Technologies,semiconductor,USA,CA,Los Angeles,Irvine,venture,2008-02-24,1540000
/company/morpho-technologies,Morpho Technologies,semiconductor,USA,CA,Los Angeles,Irvine,series-c+,2005-04-18,10000000
/company/morta-security,Morta Security,security,USA,CA,SF Bay,Palo Alto,angel,2013-02-13,
/company/mortar-data,Mortar Data,software,USA,NY,New York,New York,series-a,2012-07-23,1800000
/company/mortar-data,Mortar Data,software,USA,NY,New York,New York,angel,2012-01-24,
/company/mortar-data,Mortar Data,software,USA,NY,New York,New York,other,2012-02-23,450000
/company/solar-mosaic,Mosaic,cleantech,USA,CA,SF Bay,Oakland,series-a,2012-05-31,2500000
/company/solar-mosaic,Mosaic,cleantech,USA,CA,SF Bay,Oakland,other,2012-06-13,2000000
/company/solar-mosaic,Mosaic,cleantech,USA,CA,SF Bay,Oakland,series-a,2012-05-31,2500000
/company/solar-mosaic,Mosaic,cleantech,USA,CA,SF Bay,Oakland,series-b,2013-07-29,15000000
/company/mosaic-biosciences,Mosaic Biosciences,biotech,USA,CO,Denver,Boulder,series-a,2011-11-08,1000000
/company/mosaic-storage-systems,Mosaic Storage Systems,photo_video,USA,NH,Nashua,Nashua,series-a,2013-02-28,875000
/company/moseo,Moseo (SeniorHomes.com),web,USA,WA,Seattle,Seattle,series-a,2010-06-01,1600000
/company/moseo,Moseo (SeniorHomes.com),web,USA,WA,Seattle,Seattle,series-a,2010-03-12,1100000
/company/moseo,Moseo (SeniorHomes.com),web,USA,WA,Seattle,Seattle,series-b,2011-07-26,3000000
/company/mosoro,Mosoro,hardware,USA,CO,Denver,Golden,series-a,2012-01-31,1500000
/company/mota-motors,MOTA Motors,ecommerce,USA,CA,Venice,Venice,series-a,2008-03-01,4500000
/company/mota-motors,MOTA Motors,ecommerce,USA,CA,Venice,Venice,series-b,2010-09-16,
/company/mota-motors,MOTA Motors,ecommerce,USA,CA,Venice,Venice,venture,2011-07-01,5000000
/company/motally,Motally,mobile,USA,CA,SF Bay,San Francisco,series-a,2009-06-17,
/company/motally,Motally,mobile,USA,CA,SF Bay,San Francisco,other,2010-04-06,750000
/company/moteiv,Moteiv,other,USA,CA,SF Bay,Redwood City,series-a,2006-10-31,3850000
/company/motherknows,MotherKnows,health,USA,CA,SF Bay,Palo Alto,series-a,2011-04-15,1600000
/company/motherknows,MotherKnows,health,USA,CA,SF Bay,Palo Alto,series-a,2011-07-13,1700000
/company/motif-biosciences,Motif BioSciences,biotech,USA,NY,New York,New York,series-c+,2007-04-05,1000000
/company/motif-biosciences,Motif BioSciences,biotech,USA,NY,New York,New York,venture,2006-03-02,1870000
/company/motif-investing,Motif Investing,finance,USA,CA,SF Bay,San Mateo,series-a,2011-07-07,6000000
/company/motif-investing,Motif Investing,finance,USA,CA,SF Bay,San Mateo,series-b,2011-07-25,20000000
/company/motif-investing,Motif Investing,finance,USA,CA,SF Bay,San Mateo,series-c+,2013-04-12,25000000
/company/motiga,Motiga,games_video,USA,WA,Seattle,Bellevue,venture,2012-07-25,2500000
/company/motion-computing,Motion Computing,software,USA,TX,Austin,Austin,venture,2008-12-23,6000000
/company/motion-computing,Motion Computing,software,USA,TX,Austin,Austin,venture,2009-12-30,5599995
/company/motion-dispatch,Motion Dispatch,software,USA,CA,Los Angeles,Culver City,angel,2012-07-02,
/company/motion-math,Motion Math,education,USA,CA,SF Bay,San Francisco,angel,2011-03-25,
/company/motionbox,Motionbox,games_video,USA,NY,New York,New York,series-a,2006-09-01,4200000
/company/motionbox,Motionbox,games_video,USA,NY,New York,New York,series-b,2007-12-01,7000000
/company/motionbox,Motionbox,games_video,USA,NY,New York,New York,series-c+,2009-01-14,6000000
/company/motionloft,Motionloft,analytics,USA,CA,SF Bay,San Francisco,angel,2010-09-01,
/company/motionsoft,Motionsoft,software,USA,MD,Washington DC,Rockville,venture,2010-08-31,5500000
/company/motionsoft,Motionsoft,software,USA,MD,Washington DC,Rockville,venture,2011-07-13,2000000
/company/motionsoft,Motionsoft,software,USA,MD,Washington DC,Rockville,series-a,2012-10-17,2999999
/company/motista,Motista,web,USA,CA,SF Bay,San Mateo,series-a,2011-03-23,4500000
/company/motivano,Motivano,,USA,FL,Tampa,Tampa,venture,2005-01-14,750000
/company/motivity-labs,Motivity Labs,software,USA,TX,Dallas,Irving,venture,2011-09-22,
/company/motopia,Motopia,mobile,USA,CA,Los Angeles,Los Angeles,venture,2011-05-02,15000000
/company/motorator,Motorator,ecommerce,USA,CA,Los Angeles,Marina Del Rey,angel,2007-12-01,160000
/company/motostrano,Motostrano,web,USA,CA,SF Bay,Redwood City,series-a,2005-01-01,150000
/company/motwin,MOTWIN,mobile,USA,CA,SF Bay,PALO ALTO,angel,2010-06-01,1350000
/company/motwin,MOTWIN,mobile,USA,CA,SF Bay,PALO ALTO,series-b,2011-12-09,5353600
/company/motwin,MOTWIN,mobile,USA,CA,SF Bay,PALO ALTO,series-b,2013-09-03,2700000
/company/mount-knowledge-usa,Mount Knowledge USA,software,USA,MI,Detroit,Novi,venture,2009-10-16,1350000
/company/mount-wachusett-community-college,Mount Wachusett Community College,education,USA,,Kansas City,Gardner,other,2013-06-07,640000
/company/mount-wachusett-community-college,Mount Wachusett Community College,education,USA,,Kansas City,Gardner,other,2013-09-19,6450000
/company/mountain-alarm,Mountain Alarm,security,USA,ID,Nampa,Nampa,venture,2013-02-28,
/company/mountain-view-locksmith,Mountain View Locksmith,security,USA,CA,SF Bay,Mountain View,angel,1984-07-23,
/company/mouth-party,Mouth Party,manufacturing,USA,MD,Baltimore,Baltimore,venture,2011-09-07,25000
/company/movable,Movable,hardware,USA,OH,Cleveland,Brecksville,series-a,2013-06-04,1900000
/company/movableink,MovableInk,advertising,USA,NY,New York,New York,series-a,2011-07-13,1300000
/company/movableink,MovableInk,advertising,USA,NY,New York,New York,series-b,2013-05-08,11000000
/company/movaris,Movaris,software,USA,CA,SF Bay,San Jose,series-c+,2006-08-15,6000000
/company/movaris,Movaris,software,USA,CA,SF Bay,San Jose,series-c+,2005-03-01,10000000
/company/movatu,Movatu,enterprise,USA,CA,SF Bay,Walnut Creek,angel,2013-01-01,150000
/company/movaya,Movaya,software,USA,WA,Seattle,Seattle,angel,2007-01-01,500000
/company/movaz-networks,Movaz Networks,public_relations,USA,GA,Atlanta,Norcross,venture,2006-01-26,20000000
/company/movenetworks,Move Networks,software,USA,CA,Los Angeles,Irvine,series-a,2006-12-01,11300000
/company/movenetworks,Move Networks,software,USA,CA,Los Angeles,Irvine,series-b,2007-10-01,34000000
/company/movenetworks,Move Networks,software,USA,CA,Los Angeles,Irvine,series-c+,2008-04-14,46000000
/company/movenetworks,Move Networks,software,USA,CA,Los Angeles,Irvine,venture,2008-08-25,
/company/moveablecode-inc,"MoveableCode, Inc.",mobile,USA,RI,Providence,Providence,angel,2009-01-01,
/company/moveablecode-inc,"MoveableCode, Inc.",mobile,USA,RI,Providence,Providence,angel,2012-04-01,350000
/company/moveline,Moveline,web,USA,NY,New York,New York,series-a,2012-10-31,1500000
/company/moveline,Moveline,web,USA,NY,New York,New York,angel,2011-12-22,250000
/company/moveline,Moveline,web,USA,NY,New York,New York,angel,2012-03-01,
/company/moven,Moven,mobile,USA,NY,New York,New York,series-a,2012-08-11,2410000
/company/moven,Moven,mobile,USA,NY,New York,New York,series-a,2013-08-14,2000000
/company/moverati,Moverati,games_video,USA,TX,Dallas,Grapevine,series-a,2010-01-01,2150000
/company/movero-technology,Movero Technology,enterprise,USA,TX,Austin,Austin,venture,2010-03-23,992316
/company/movero-technology,Movero Technology,enterprise,USA,TX,Austin,Austin,series-a,2007-06-14,5000000
/company/movethatblock-com,MoveThatBlock.com,search,USA,NY,Loudonville,Loudonville,angel,2011-09-29,1050000
/company/moviepass,MoviePass,games_video,USA,NY,New York,New York,series-a,2011-02-23,1500000
/company/movigo,Movigo,social,USA,CA,SF Bay,San Francisco,angel,2013-02-18,50000
/company/movik-networks,Movik Networks,mobile,USA,MA,Boston,Littleton,series-b,2009-11-24,8500000
/company/movik-networks,Movik Networks,mobile,USA,MA,Boston,Littleton,series-a,2008-02-01,7500000
/company/movik-networks,Movik Networks,mobile,USA,MA,Boston,Littleton,other,2010-12-29,3000000
/company/movik-networks,Movik Networks,mobile,USA,MA,Boston,Littleton,series-c+,2011-03-31,25000000
/company/moving-off-campus,Moving Off Campus,search,USA,MO,Saint Louis,St. Louis,series-a,2013-02-01,1750000
/company/moving-off-campus,Moving Off Campus,search,USA,MO,Saint Louis,St. Louis,series-a,2013-09-20,1700000
/company/movinghealth,MovingHealth,software,USA,MA,Boston,Cambridge,series-a,2007-03-15,1500000
/company/movitas-mobile,Movitas Mobile,mobile,USA,PA,Philadelphia,Bryn Mawr,series-a,2010-07-21,3000000
/company/movity-com,Movity,web,USA,CA,SF Bay,San Francisco,venture,2010-09-18,1300000
/company/movius-interactive,Movius Interactive,mobile,USA,GA,Atlanta,Atlanta,private-equity,2013-06-14,26728460
/company/movl,MOVL,software,USA,GA,Atlanta,Atlanta,angel,2012-01-01,
/company/movoxx,MoVoxx,mobile,USA,CA,Los Angeles,Santa Monica,series-a,2008-10-30,
/company/mowgli,MOWGLI,games_video,USA,GA,Atlanta,Atlanta,angel,2012-01-05,550000
/company/moxe-health,Moxe Health,medical,USA,WI,Madison,Madison,angel,2012-10-01,100000
/company/moxie-jean,Moxie Jean,ecommerce,USA,IL,Chicago,Arlington Heights,angel,2012-06-01,75000
/company/moxie-software,"Moxie Software, Inc.",software,USA,CA,SF Bay,Mountain View,series-c+,2009-05-05,10000000
/company/moxie-software,"Moxie Software, Inc.",software,USA,CA,SF Bay,Mountain View,venture,2007-03-07,20000000
/company/moximed,Moximed,biotech,USA,CA,SF Bay,Hayward,series-a,2011-12-05,45837656
/company/moxsie,Moxsie,ecommerce,USA,CA,SF Bay,Palo Alto,series-a,2008-06-27,1000000
/company/moxsie,Moxsie,ecommerce,USA,CA,SF Bay,Palo Alto,venture,2010-07-12,3700000
/company/moxtra,Moxtra,web,USA,CA,SF Bay,LOS GATOS,series-a,2013-09-24,10000000
/company/moz,Moz,search,USA,WA,Seattle,Seattle,series-a,2007-09-01,1250000
/company/moz,Moz,search,USA,WA,Seattle,Seattle,series-b,2012-05-01,18000000
/company/mozenda,Mozenda,analytics,USA,UT,Salt Lake City,Orem,angel,2010-08-24,500000
/company/mozes,Mozes,mobile,USA,CA,SF Bay,Palo Alto,series-a,2007-02-22,5800000
/company/mozes,Mozes,mobile,USA,CA,SF Bay,Palo Alto,series-b,2008-05-01,11500000
/company/mozido,Mozido,enterprise,USA,TX,Austin,Austin,venture,2011-03-14,
/company/mozido,Mozido,enterprise,USA,TX,Austin,Austin,private-equity,2012-06-26,18689550
/company/mozilla,Mozilla,web,USA,CA,SF Bay,Mountain View,venture,2003-07-15,2000000
/company/mozilla,Mozilla,web,USA,CA,SF Bay,Mountain View,angel,2005-01-01,300000
/company/mozio,Mozio,transportation,USA,,United States - Other,,angel,2012-06-01,
/company/moziy,moziy,photo_video,USA,CA,SF Bay,SAN FRANCISCO,venture,2013-05-29,1000000
/company/mozy,Mozy,public_relations,USA,UT,Salt Lake City,Pleasant Grove,series-a,2005-05-01,1900000
/company/mpay-gateway,mPay Gateway,software,USA,MN,Minneapolis,Minneapolis,series-a,2008-09-01,6750000
/company/mpay-gateway,mPay Gateway,software,USA,MN,Minneapolis,Minneapolis,other,2012-09-18,150011
/company/mpayy,Mpayy,ecommerce,USA,IL,Chicago,Chicago,series-b,2008-04-11,
/company/mpex-pharmaceuticals,Mpex Pharmaceuticals,biotech,USA,CA,San Diego,San Diego,series-b,2005-08-09,32000000
/company/mpgomatic-com,MPGomatic.com,web,USA,NJ,Skillman,Skillman,angel,2007-06-01,10000
/company/mphoria,mphoria,mobile,USA,NC,Charlotte,Huntersville,angel,2013-07-25,957500
/company/mphoria,mphoria,mobile,USA,NC,Charlotte,Huntersville,series-a,2012-03-01,1500000
/company/mportal,mPortal,mobile,USA,VA,Washington DC,McLean,venture,2005-09-26,4000000
/company/mpower-mobile,MPOWER Mobile,mobile,USA,TX,Austin,Austin,venture,2009-10-28,5000000
/company/mpowerplayer,mpowerplayer,mobile,USA,VA,Washington DC,Reston,series-a,2008-09-10,2500000
/company/mpowerplayer,mpowerplayer,mobile,USA,VA,Washington DC,Reston,angel,2008-04-01,
/company/mptrax,MPTrax,web,USA,MD,Baltimore,Baltimore,angel,2007-01-01,350000
/company/mpv,MPV,,USA,TX,Austin,Austin,venture,2006-03-29,14000000
/company/mr-number,Mr. Number,mobile,USA,CA,SF Bay,San Mateo,series-a,2011-08-02,3641336
/company/mr-youth,Mr. Youth,advertising,USA,NY,New York,New York,angel,2002-10-01,100000
/company/mr-youth,Mr. Youth,advertising,USA,NY,New York,New York,series-a,2009-02-01,15000000
/company/mreplay,mReplay,software,USA,CA,SF Bay,Concord,angel,2007-01-01,
/company/mri-interventions,MRI Interventions,medical,USA,TN,Memphis,Memphis,private-equity,2013-02-07,11042021
/company/mri-interventions,MRI Interventions,medical,USA,TN,Memphis,Memphis,private-equity,2012-07-16,6000000
/company/mri-interventions,MRI Interventions,medical,USA,TN,Memphis,Memphis,other,2011-10-14,1310000
/company/msa-management,MSA Management,health,USA,OH,Columbus,Columbus,private-equity,2009-10-29,4500000
/company/mschool,mSchool,education,USA,LA,New Orleans,New Orleans,other,2012-11-21,10000
/company/msi-security,MSI Security,security,USA,VA,Washington DC,McLean,venture,2013-02-11,70000
/company/msilica,mSilica,semiconductor,USA,CA,SF Bay,Santa Clara,series-a,2008-06-30,
/company/msm-protein-technologies,MSM Protein Technologies,biotech,USA,MA,Boston,Woburn,venture,2012-10-25,250000
/company/msnap,mSnap,mobile,USA,CO,Denver,Denver,series-a,2006-06-01,5000000
/company/mspot,mSpot,,USA,CA,SF Bay,Palo Alto,series-a,2005-08-01,2330000
/company/mtm-laboratories,MTM Laboratories,biotech,USA,AZ,Tucson,Tucson,series-c+,2009-10-05,57002400
/company/mtm-laboratories,MTM Laboratories,biotech,USA,AZ,Tucson,Tucson,series-a,1999-08-30,1672640
/company/mtm-laboratories,MTM Laboratories,biotech,USA,AZ,Tucson,Tucson,series-b,2003-09-01,13158000
/company/mtm-laboratories,MTM Laboratories,biotech,USA,AZ,Tucson,Tucson,series-c+,2010-11-08,9741900
/company/mtpv,MTPV,cleantech,USA,TX,Austin,Austin,series-b,2011-09-06,6500000
/company/mtpv,MTPV,cleantech,USA,TX,Austin,Austin,series-b,2012-01-26,3250000
/company/mtraks,mTraks,web,USA,CA,San Diego,San Diego,angel,2007-05-01,550000
/company/mu-dynamics,Mu Dynamics,network_hosting,USA,CA,SF Bay,Sunnyvale,series-c+,2008-05-19,10000000
/company/mu-dynamics,Mu Dynamics,network_hosting,USA,CA,SF Bay,Sunnyvale,series-a,2005-01-01,4000000
/company/mu-dynamics,Mu Dynamics,network_hosting,USA,CA,SF Bay,Sunnyvale,series-b,2006-06-27,10000000
/company/mu-sigma,Mu Sigma,analytics,USA,IL,Chicago,Northbrook,series-c+,2011-06-06,25000000
/company/mu-sigma,Mu Sigma,analytics,USA,IL,Chicago,Northbrook,series-c+,2011-12-28,108000000
/company/mubi,MUBI,games_video,USA,CA,SF Bay,Palo Alto,series-a,2007-08-01,750000
/company/mubi,MUBI,games_video,USA,CA,SF Bay,Palo Alto,series-c+,2011-01-09,2400000
/company/muchness,Muchness,ecommerce,USA,NY,New York,New York,angel,2013-09-17,
/company/mulesource,MuleSoft,enterprise,USA,CA,SF Bay,San Francisco,series-a,2006-10-01,4000000
/company/mulesource,MuleSoft,enterprise,USA,CA,SF Bay,San Francisco,series-b,2007-05-22,12500000
/company/mulesource,MuleSoft,enterprise,USA,CA,SF Bay,San Francisco,series-c+,2010-03-30,12000000
/company/mulesource,MuleSoft,enterprise,USA,CA,SF Bay,San Francisco,series-c+,2012-05-18,15000000
/company/mulesource,MuleSoft,enterprise,USA,CA,SF Bay,San Francisco,private-equity,2013-04-03,37000000
/company/multicast-media,Multicast Media,web,USA,GA,Atlanta,Atlanta,venture,2004-01-01,
/company/multigig,Multigig,semiconductor,USA,CA,SF Bay,Scotts Valley,series-b,2008-05-12,12500000
/company/multigig,Multigig,semiconductor,USA,CA,SF Bay,Scotts Valley,venture,2010-01-22,15391054
/company/multigig,Multigig,semiconductor,USA,CA,SF Bay,Scotts Valley,series-c+,2010-12-22,10000000
/company/multiling-corporation,MultiLing Corporation,other,USA,UT,Salt Lake City,Provo,private-equity,2013-08-13,10300000
/company/multimedia-plus,Multimedia Plus,web,USA,NY,New York,New York,private-equity,2013-07-16,
/company/multispan,Multispan,biotech,USA,CA,SF Bay,Hayward,series-b,2007-10-01,600000
/company/multistat,Multistat,other,USA,CA,Los Angeles,San Clemente,series-a,2007-01-01,740000
/company/mumboe,Mumboe,software,USA,TX,Austin,Austin,series-a,2006-10-01,4500000
/company/munchaway,MunchAway,ecommerce,USA,CO,Denver,Greenwood Village,venture,2010-01-20,600000
/company/munchery,Munchery,hospitality,USA,CA,SF Bay,San Francisco,angel,2012-01-31,
/company/munchery,Munchery,hospitality,USA,CA,SF Bay,San Francisco,series-a,2013-09-05,4000000
/company/munchkin,Munchkin,ecommerce,USA,CA,North Hills,North Hills,venture,2010-04-14,45000000
/company/munchkin-fun,Munchkin Fun,web,USA,FL,Miami,Miami,angel,2013-05-01,230000
/company/munetrix,Munetrix,software,USA,MI,Detroit,Auburn Hills,venture,2012-06-01,500000
/company/murfie,Murfie,ecommerce,USA,WI,Madison,Madison,venture,2012-01-25,1400000
/company/murfie,Murfie,ecommerce,USA,WI,Madison,Madison,angel,2012-01-24,
/company/musclepharm,MusclePharm,health,USA,CO,Denver,Denver,other,2012-12-20,1000000
/company/musclepharm,MusclePharm,health,USA,CO,Denver,Denver,series-c+,2013-02-05,12000000
/company/musclepharm,MusclePharm,health,USA,CO,Denver,Denver,post-ipo,2013-08-12,2500000
/company/musestorm,MuseStorm,web,USA,CA,SF Bay,Sunnyvale,series-a,2007-07-01,1000000
/company/musestorm,MuseStorm,web,USA,CA,SF Bay,Sunnyvale,angel,2006-01-01,429763
/company/museum-of-science,Museum of Science,local,USA,MA,Boston,Boston,other,2012-09-12,1000000
/company/music-dealers,Music Dealers,advertising,USA,IL,Chicago,Chicago,series-b,2010-08-25,3050000
/company/music-dealers,Music Dealers,advertising,USA,IL,Chicago,Chicago,series-b,2011-12-21,2180000
/company/music-dealers,Music Dealers,advertising,USA,IL,Chicago,Chicago,series-b,2013-01-31,1420000
/company/musicintelligencesolutions,Music Intelligence Solutions,web,USA,,TBD,,series-a,2006-12-10,7000000
/company/music-mastermind,Music Mastermind,music,USA,CA,Los Angeles,Calabasas,series-a,2010-02-24,4850000
/company/music-mastermind,Music Mastermind,music,USA,CA,Los Angeles,Calabasas,series-b,2011-05-19,10800000
/company/music-mastermind,Music Mastermind,music,USA,CA,Los Angeles,Calabasas,venture,2013-04-15,11355301
/company/connected-creatives-inc-dba-music180,Music180.com,music,USA,CA,Los Angeles,West Hollywood,angel,2009-12-15,1000000
/company/musicgremlin,MusicGremlin,hardware,USA,,TBD,,series-a,2003-12-01,3000000
/company/musicgremlin,MusicGremlin,hardware,USA,,TBD,,series-b,2005-02-01,8600000
/company/musichype,MusicHype,analytics,USA,NY,New York,Brooklyn,angel,2010-02-01,135000
/company/musichype,MusicHype,analytics,USA,NY,New York,Brooklyn,angel,2010-12-01,450000
/company/musichype,MusicHype,analytics,USA,NY,New York,Brooklyn,angel,2012-02-01,415000
/company/musicip,MusicIP,,USA,CA,Los Angeles,Monrovia,venture,2006-06-01,2000000
/company/musicshake,Musicshake,games_video,USA,CA,Los Angeles,Los Angeles,series-a,2006-08-01,1000000
/company/musicshake,Musicshake,games_video,USA,CA,Los Angeles,Los Angeles,series-b,2007-09-01,2500000
/company/musicsiren,MusicSiren,music,USA,CA,Los Angeles,Los Angeles,angel,2012-12-01,200000
/company/musicsiren,MusicSiren,music,USA,CA,Los Angeles,Los Angeles,angel,2012-12-20,
/company/musicxray,MusicXray,music,USA,NY,New York,New York,series-a,2012-04-02,2000000
/company/mustard-tree-instruments-2,Mustard Tree Instruments,hardware,USA,NC,Raleigh-Durham,Research Triangle Park,other,2012-04-27,340530
/company/mustbin-inc,MustBin,software,USA,MA,unknown,Waban,other,2012-12-27,1365000
/company/mutualink,Mutualink,software,USA,CT,Wallingford,Wallingford,venture,2012-03-19,6000000
/company/mutualink,Mutualink,software,USA,CT,Wallingford,Wallingford,venture,2013-05-10,2333224
/company/mutualink,Mutualink,software,USA,CT,Wallingford,Wallingford,venture,2011-10-14,2000000
/company/mutualmind,MutualMind,analytics,USA,TX,Dallas,Plano,angel,2010-05-17,150000
/company/mutualmind,MutualMind,analytics,USA,TX,Dallas,Plano,angel,2012-08-01,300000
/company/muziwave-com,Muziwave.com,other,USA,CA,Los Angeles,Los Angeles,angel,2012-08-01,25000
/company/muziwave-com,Muziwave.com,other,USA,CA,Los Angeles,Los Angeles,angel,2012-09-08,500000
/company/muzy,Muzy,web,USA,CA,SF Bay,San Francisco,series-a,2013-06-18,4400000
/company/muzzley,Muzzley,software,USA,CA,SF Bay,Sunnyvale,angel,2012-12-10,1000000
/company/muzzley,Muzzley,software,USA,CA,SF Bay,Sunnyvale,series-a,2013-03-01,
/company/mvalent,mValent,software,USA,CA,SF Bay,Redwood Shores,series-c+,2005-12-05,6000000
/company/mvp-vault,MVP  Vault,sports,USA,NY,New York,New York,angel,2011-03-01,100000
/company/mvp-interactive,MVP Interactive,software,USA,PA,Philadelphia,Philadelphia,venture,2013-08-14,
/company/mwater,mWater,software,USA,NY,New York,New York,angel,2013-08-21,100000
/company/mwi,MWI,web,USA,UT,Salt Lake City,Draper,other,1999-01-01,100000
/company/mwi,MWI,web,USA,UT,Salt Lake City,Draper,other,2003-01-01,180000
/company/mwi,MWI,web,USA,UT,Salt Lake City,Draper,other,2007-01-01,70000
/company/mx-logic,MX Logic,security,USA,CO,Denver,Englewood,series-c+,2006-11-07,4000000
/company/mx-orthopedics,Mx Orthopedics,medical,USA,MA,Boston,Billerica,angel,2011-11-01,1000000
/company/mxbiodevices,MxBiodevices,biotech,USA,NC,Greenville,Greenville,venture,2013-02-22,200000
/company/mxd3d,MXD3D,web,USA,CA,SF Bay,San Francisco,angel,2012-01-01,300000
/company/mxd3d,MXD3D,web,USA,CA,SF Bay,San Francisco,angel,2011-01-01,300000
/company/mxhero,mxHero,software,USA,CA,SF Bay,San Francisco,angel,2012-06-04,25000
/company/mxhero,mxHero,software,USA,CA,SF Bay,San Francisco,angel,2013-07-19,1250000
/company/my-ad-box,My Ad Box,software,USA,MD,Baltimore,Baltimore,venture,2008-06-01,50000
/company/my-best-interest,My Best Interest,software,USA,CA,Santa Barbara,Goleta,angel,2008-05-10,375000
/company/my-damn-channel,My Damn Channel,games_video,USA,NY,New York,New York,series-a,2007-08-31,3200000
/company/my-damn-channel,My Damn Channel,games_video,USA,NY,New York,New York,series-b,2010-08-09,4400000
/company/my-damn-channel,My Damn Channel,games_video,USA,NY,New York,New York,venture,2012-08-20,1055804
/company/petlist,My Dog Bowl,pets,USA,CA,Los Angeles,Laguna Niguel,angel,2013-07-08,
/company/my-eshoe,My eShoe,ecommerce,USA,NY,New York,New York City,angel,2010-08-24,50000
/company/my-fashion-database,My Fashion Database,other,USA,CA,Los Angeles,Los Angeles,other,2012-04-18,340000
/company/my-friends-lane,My Friend's Lane,ecommerce,USA,GA,Atlanta,Avondale Estates,angel,2012-04-01,10000
/company/my-health-direct,My Health Direct,web,USA,WI,Milwaukee,Brookfield,series-a,2009-12-15,4000000
/company/my-health-direct,My Health Direct,web,USA,WI,Milwaukee,Brookfield,venture,2011-03-16,100000
/company/my-health-direct,My Health Direct,web,USA,WI,Milwaukee,Brookfield,series-b,2011-04-05,4000000
/company/my-health-direct,My Health Direct,web,USA,WI,Milwaukee,Brookfield,venture,2013-04-25,520095
/company/my-health-direct,My Health Direct,web,USA,WI,Milwaukee,Brookfield,other,2012-10-09,1500000
/company/my-health-direct,My Health Direct,web,USA,WI,Milwaukee,Brookfield,venture,2012-05-13,2413829
/company/my-healthy-world,My Healthy World,health,USA,MD,Washington DC,Bethesda,angel,2013-03-28,6000
/company/my-online-camp,My Online Camp,software,USA,IA,Des Moines,Ames,angel,2006-04-01,
/company/my-online-camp,My Online Camp,software,USA,IA,Des Moines,Ames,angel,2007-06-01,
/company/my-perfect-gig,My Perfect Gig,consulting,USA,MA,Boston,Lexington,venture,2010-12-28,3500000
/company/my-sourcebox,My Sourcebox,,USA,NY,New York,New York,venture,2008-03-04,
/company/my-team-zone,My Team Zone,web,USA,FL,Tampa,Lutz,series-a,2008-06-09,2300000
/company/my-top-10,My Top 10,web,USA,OK,Tulsa,Tulsa,angel,2009-07-15,250000
/company/my-true-fit,My True Fit,ecommerce,USA,MA,Boston,Woburn,venture,2011-08-01,4360000
/company/my1login,My1login,security,USA,CA,SF Bay,Palo Alto,angel,2012-04-13,1000000
/company/my1login,My1login,security,USA,CA,SF Bay,Palo Alto,angel,2013-06-24,500000
/company/my4oneone,my4oneone,web,USA,CA,Los Angeles,Rancho Santa Margarita,angel,2011-03-01,
/company/my4oneone,my4oneone,web,USA,CA,Los Angeles,Rancho Santa Margarita,angel,2011-03-01,
/company/myacademicprogram,MyAcademicProgram,education,USA,AL,Opelika,Opelika,angel,2011-12-28,150000
/company/myachy,myAchy,mobile,USA,CA,SF Bay,Santa Clara,angel,2011-04-10,25000
/company/myachy,myAchy,mobile,USA,CA,SF Bay,Santa Clara,angel,2012-07-16,60000
/company/mybandstock,Mybandstock,games_video,USA,CA,Los Angeles,Los Angeles,angel,2010-05-01,
/company/mybuys,MyBuys,advertising,USA,CA,SF Bay,San Mateo,series-a,2007-02-21,2800000
/company/mybuys,MyBuys,advertising,USA,CA,SF Bay,San Mateo,series-b,2007-10-08,10000000
/company/mybuys,MyBuys,advertising,USA,CA,SF Bay,San Mateo,series-c+,2011-03-04,20000000
/company/mybuys,MyBuys,advertising,USA,CA,SF Bay,San Mateo,angel,2013-03-29,1000000
/company/mycabbage,MyCabbage,mobile,USA,IL,Chicago,Chicago,series-a,2011-03-24,
/company/mycabbage,MyCabbage,mobile,USA,IL,Chicago,Chicago,venture,2012-08-23,950000
/company/mycell-technologies,Mycell Technologies,manufacturing,USA,NJ,New York,Paramus,venture,2012-07-26,10000000
/company/mycirqle,mycirQle,software,USA,NY,New York,New York,angel,2012-01-13,112000
/company/mycityfaces,MyCityFaces,advertising,USA,AZ,Phoenix,Scottsdale,angel,2008-01-01,50000
/company/my-city-way,MyCityWay,mobile,USA,NY,New York,New York,angel,2010-05-25,1000000
/company/my-city-way,MyCityWay,mobile,USA,NY,New York,New York,series-a,2011-02-25,5000000
/company/myclean-com,MyClean,local,USA,NY,New York,New York,angel,2013-03-01,270000
/company/mycontactcard,myContactCard,messaging,USA,CA,Los Angeles,Irvine,other,2009-12-24,60000
/company/mycoop,MyCoop,social,USA,NY,New York,New York,angel,2013-01-04,150000
/company/mycroft-talisen,Mycroft Inc.,security,USA,NY,New York,New York,venture,2007-08-08,10000000
/company/mydatingtree,MyDatingTree,social,USA,GA,Atlanta,Atlanta,venture,2010-04-13,10000
/company/mydoorman,MyDoorman,software,USA,CA,Los Angeles,Los Angeles,angel,2011-01-01,100000
/company/mydrobe,MyDrobe,fashion,USA,NY,New York,New York,angel,2012-06-15,
