id,name,male_18_to_24,lat,long,,
24041,"Talbot County, Maryland",1350,38.77234619,-76.18602763,,
20169,"Saline County, Kansas",2731,38.76962129,-97.64808371,,
49041,"Sevier County, Utah",877,38.76544542,-112.0330177,,
18027,"Daviess County, Indiana",1477,38.75006717,-87.0779895,,
51061,"Fauquier County, Virginia",2564,38.74396458,-77.80896729,,
21077,"Gallatin County, Kentucky",352,38.74213267,-84.859701,,
17025,"Clay County, Illinois",550,38.74151029,-88.500363,,
18083,"Knox County, Indiana",3111,38.73832683,-87.36024225,,
29219,"Warren County, Missouri",1328,38.7266996,-91.1202898,,
29101,"Johnson County, Missouri",5806,38.7192165,-93.7786525,,
54087,"Roane County, West Virginia",541,38.71862573,-81.34148418,,
8015,"Chaffee County, Colorado",749,38.71840717,-106.1915062,,
29159,"Pettis County, Missouri",1909,38.71443975,-93.26985088,,
21191,"Pendleton County, Kentucky",639,38.713202,-84.39896333,,
20127,"Morris County, Kansas",196,38.7107052,-96.6742974,,
18143,"Scott County, Indiana",1023,38.705128,-85.71886133,,
17159,"Richland County, Illinois",678,38.70431367,-88.0712395,,
51157,"Rappahannock County, Virginia",258,38.7040621,-78.1221701,,
51153,"Prince William County, Virginia",18917,38.69957689,-77.4490265,,
6113,"Yolo County, California",20145,38.69529295,-121.9050677,,
21023,"Bracken County, Kentucky",345,38.690613,-84.061536,,
54007,"Braxton County, West Virginia",566,38.686628,-80.70382136,,
54071,"Pendleton County, West Virginia",312,38.68020388,-79.350268,,
20053,"Ellsworth County, Kansas",373,38.6785626,-98.2619372,,
6003,"Alpine County, California",39,38.673376,-120.058845,,
20139,"Osage County, Kansas",575,38.67216833,-95.65919944,,
17101,"Lawrence County, Illinois",1044,38.671765,-87.7114498,,
21041,"Carroll County, Kentucky",465,38.66926425,-85.04988175,,
29037,"Cass County, Missouri",3895,38.66099083,-94.352518,,
8051,"Gunnison County, Colorado",1680,38.66048891,-106.9259132,,
21081,"Grant County, Kentucky",1107,38.65348933,-84.63200917,,
10005,"Sussex County, Delaware",7479,38.65272543,-75.30541183,,
17121,"Marion County, Illinois",1655,38.65101109,-88.93934118,,
21223,"Trimble County, Kentucky",362,38.6452065,-85.3541015,,
29135,"Moniteau County, Missouri",703,38.64128488,-92.617792,,
21161,"Mason County, Kentucky",699,38.6363162,-83.8580048,,
51139,"Page County, Virginia",883,38.6235265,-78.49692025,,
32021,"Mineral County, Nevada",175,38.60470375,-118.514339,,
20121,"Miami County, Kansas",1156,38.57927817,-94.81373533,,
21089,"Greenup County, Kentucky",1382,38.57899888,-82.8455585,,
17027,"Clinton County, Illinois",1760,38.577905,-89.49034514,,
39087,"Lawrence County, Ohio",2564,38.5670353,-82.4983148,,
18117,"Orange County, Indiana",796,38.55186875,-86.52228275,,
18175,"Washington County, Indiana",1171,38.550758,-86.13657767,,
21187,"Owen County, Kentucky",414,38.547668,-84.91087233,,
20165,"Rush County, Kansas",97,38.54160763,-99.31889225,,
20059,"Franklin County, Kansas",1181,38.53858725,-95.26926575,,
21201,"Robertson County, Kentucky",92,38.531698,-84.035565,,
20101,"Lane County, Kansas",55,38.5265895,-100.5327185,,
21135,"Lewis County, Kentucky",583,38.52554775,-83.33048088,,
20135,"Ness County, Kansas",68,38.516886,-99.92155571,,
29051,"Cole County, Missouri",3496,38.50898224,-92.28570282,,
24009,"Calvert County, Maryland",3826,38.50739443,-76.52788907,,
54101,"Webster County, West Virginia",331,38.50344825,-80.496298,,
54079,"Putnam County, West Virginia",1924,38.50270833,-81.90236325,,
6055,"Napa County, California",6540,38.49342545,-122.4001644,,
51165,"Rockingham County, Virginia",3400,38.49124,-78.8587403,,
20111,"Lyon County, Kansas",2693,38.48712413,-96.1385875,,
29073,"Gasconade County, Missouri",528,38.48291271,-91.52629329,,
20171,"Scott County, Kansas",190,38.482307,-100.906427,,
20203,"Wichita County, Kansas",71,38.480788,-101.288491,,
24017,"Charles County, Maryland",6923,38.47516538,-76.96819663,,
20009,"Barton County, Kansas",1261,38.47398986,-98.808558,,
51047,"Culpeper County, Virginia",2042,38.47269767,-77.94222308,,
20071,"Greeley County, Kansas",34,38.469704,-101.747853,,
29151,"Osage County, Missouri",802,38.46804267,-91.92579922,,
54015,"Clay County, West Virginia",329,38.46192471,-81.07509424,,
21103,"Henry County, Kentucky",570,38.45870491,-85.142894,,
6005,"Amador County, California",1541,38.45193377,-120.7106967,,
6097,"Sonoma County, California",23711,38.44832129,-122.8817358,,
24019,"Dorchester County, Maryland",1270,38.44510725,-76.05705163,,
6067,"Sacramento County, California",73139,38.44190629,-121.4281124,,
8061,"Kiowa County, Colorado",41,38.43816325,-102.9142575,,
18019,"Clark County, Indiana",4488,38.43642884,-85.68511532,,
29071,"Franklin County, Missouri",4318,38.42598268,-91.01861626,,
17185,"Wabash County, Illinois",524,38.4217618,-87.825522,,
51179,"Stafford County, Virginia",7238,38.42071067,-77.476463,,
51113,"Madison County, Virginia",495,38.41760111,-78.28613333,,
17047,"Edwards County, Illinois",262,38.4175882,-88.0410924,,
54011,"Cabell County, West Virginia",6241,38.4143164,-82.28504178,,
17191,"Wayne County, Illinois",650,38.41162964,-88.42962064,,
29141,"Morgan County, Missouri",703,38.402978,-92.85909075,,
21097,"Harrison County, Kentucky",723,38.399515,-84.335117,,
21185,"Oldham County, Kentucky",2350,38.39747714,-85.46357743,,
8043,"Fremont County, Colorado",2131,38.39613408,-105.4119719,,
24045,"Wicomico County, Maryland",6796,38.38848872,-75.61692583,,
51091,"Highland County, Virginia",62,38.385967,-79.559157,,
29083,"Henry County, Missouri",794,38.38064743,-93.80795729,,
20113,"McPherson County, Kansas",1328,38.38037667,-97.61516733,,
21019,"Boyd County, Kentucky",1875,38.3755975,-82.69470183,,
20115,"Marion County, Kansas",647,38.37265167,-97.090118,,
8085,"Montrose County, Colorado",1411,38.37045833,-108.3353917,,
29015,"Benton County, Missouri",575,38.3702986,-93.3182956,,
18125,"Pike County, Indiana",477,38.36880917,-87.18752017,,
18037,"Dubois County, Indiana",1525,38.345847,-86.88224633,,
54075,"Pocahontas County, West Virginia",309,38.34540764,-80.017458,,
21069,"Fleming County, Kentucky",564,38.34514843,-83.701395,,
20017,"Chase County, Kansas",116,38.3408818,-96.6308918,,
17189,"Washington County, Illinois",618,38.3401706,-89.3364935,,
49055,"Wayne County, Utah",97,38.33741767,-111.3800078,,
20159,"Rice County, Kansas",654,38.3336275,-98.24660575,,
18043,"Floyd County, Indiana",3311,38.321181,-85.9115325,,
21181,"Nicholas County, Kentucky",242,38.318959,-83.9405965,,
18051,"Gibson County, Indiana",1401,38.31710436,-87.54652955,,
21209,"Scott County, Kentucky",2214,38.30988833,-84.60121233,,
54039,"Kanawha County, West Virginia",7587,38.3054137,-81.55010957,,
54067,"Nicholas County, West Virginia",942,38.30287721,-80.82404268,,
8025,"Crowley County, Colorado",454,38.3015756,-103.7833998,,
18025,"Crawford County, Indiana",427,38.295334,-86.45681763,,
51079,"Greene County, Virginia",645,38.29283325,-78.4805435,,
21043,"Carter County, Kentucky",1320,38.29116356,-83.08289322,,
29099,"Jefferson County, Missouri",9210,38.284354,-90.5264947,,
49031,"Piute County, Utah",39,38.2836346,-112.2022676,,
17133,"Monroe County, Illinois",1188,38.28004729,-90.15123814,,
51099,"King George County, Virginia",1058,38.27983029,-77.15358929,,
49001,"Beaver County, Utah",275,38.2679315,-112.9388943,,
17081,"Jefferson County, Illinois",1766,38.26546267,-88.90560392,,
29013,"Bates County, Missouri",627,38.2596367,-94.387739,,
24047,"Worcester County, Maryland",1853,38.25536633,-75.330181,,
51137,"Orange County, Virginia",1208,38.24660344,-78.048517,,
6095,"Solano County, California",21780,38.2337684,-122.0066339,,
21073,"Franklin County, Kentucky",2333,38.23346433,-84.87424222,,
20107,"Linn County, Kansas",304,38.22712843,-94.80963843,,
29131,"Miller County, Missouri",984,38.22560256,-92.433998,,
21017,"Bourbon County, Kentucky",789,38.21984675,-84.169586,,
20003,"Anderson County, Kansas",284,38.21071483,-95.28579767,,
6009,"Calaveras County, California",1518,38.20969157,-120.5618666,,
20031,"Coffey County, Kansas",296,38.2081556,-95.7264204,,
54099,"Wayne County, West Virginia",1685,38.20769393,-82.4573216,,
18061,"Harrison County, Indiana",1574,38.20759454,-86.10820815,,
21111,"Jefferson County, Kentucky",33556,38.20456053,-85.67881374,,
21211,"Shelby County, Kentucky",1649,38.19925367,-85.21308283,,
54043,"Lincoln County, West Virginia",796,38.19434771,-82.02035686,,
51177,"Spotsylvania County, Virginia",5473,38.18255383,-77.6195395,,
21205,"Rowan County, Kentucky",2563,38.1725264,-83.416412,,
29125,"Maries County, Missouri",373,38.16338075,-91.905251,,
20145,"Pawnee County, Kansas",338,38.15179875,-99.2836575,,
8101,"Pueblo County, Colorado",7808,38.1504858,-104.6040895,,
51015,"Augusta County, Virginia",3074,38.14862843,-79.1155819,,
8091,"Ouray County, Colorado",100,38.132559,-107.728036,,
21063,"Elliott County, Kentucky",392,38.131568,-83.079708,,
21011,"Bath County, Kentucky",413,38.130183,-83.7497204,,
8109,"Saguache County, Colorado",270,38.12978667,-106.061172,,
17193,"White County, Illinois",491,38.10898945,-88.17098173,,
8027,"Custer County, Colorado",93,38.108415,-105.2848065,,
18129,"Posey County, Indiana",1112,38.10793217,-87.82755517,,
51193,"Westmoreland County, Virginia",705,38.1027388,-76.735563,,
21127,"Lawrence County, Kentucky",692,38.09241263,-82.74451275,,
18173,"Warrick County, Indiana",2131,38.09226163,-87.27405238,,
24039,"Somerset County, Maryland",2486,38.07337908,-75.85180308,,
20083,"Hodgeman County, Kansas",65,38.0727145,-99.8016065,,
17065,"Hamilton County, Illinois",276,38.068676,-88.5423824,,
17157,"Randolph County, Illinois",1553,38.06739173,-89.80430873,,
51033,"Caroline County, Virginia",1065,38.0644713,-77.3337092,,
29029,"Camden County, Missouri",1413,38.0603611,-92.7458195,,
17145,"Perry County, Illinois",1463,38.0584998,-89.3850248,,
18123,"Perry County, Indiana",946,38.05482638,-86.63383875,,
20079,"Harvey County, Kansas",1568,38.05080857,-97.41155614,,
18147,"Spencer County, Indiana",764,38.04916933,-86.97837213,,
21239,"Woodford County, Kentucky",900,38.04679525,-84.7366675,,
54019,"Fayette County, West Virginia",1950,38.04387765,-81.1035715,,
51017,"Bath County, Virginia",181,38.0431374,-79.7634122,,
20185,"Stafford County, Kansas",131,38.03683425,-98.78993275,,
6041,"Marin County, California",8177,38.03629871,-122.6688872,,
54005,"Boone County, West Virginia",938,38.0333155,-81.72117179,,
8089,"Otero County, Colorado",818,38.02877367,-103.730325,,
21067,"Fayette County, Kentucky",21712,38.02784214,-84.4812272,,
6051,"Mono County, California",721,38.02781643,-119.1236427,,
8053,"Hinsdale County, Colorado",33,38.026256,-107.276581,,
21215,"Spencer County, Kentucky",639,38.0262265,-85.2736215,,
8099,"Prowers County, Colorado",602,38.0183464,-102.4122948,,
21173,"Montgomery County, Kentucky",1075,38.01075433,-83.85541567,,
51003,"Albemarle County, Virginia",5921,38.01065141,-78.56949429,,
21005,"Anderson County, Kentucky",824,38.006484,-84.979923,,
20055,"Finney County, Kansas",2108,38.00163133,-100.792822,,
18163,"Vanderburgh County, Indiana",9752,37.99748122,-87.56809584,,
20075,"Hamilton County, Kansas",115,37.99527667,-101.774556,,
17055,"Franklin County, Illinois",1556,37.99059482,-88.97463418,,
8011,"Bent County, Colorado",398,37.9806615,-103.015716,,
21029,"Bullitt County, Kentucky",3144,37.9791102,-85.6769966,,
6109,"Tuolumne County, California",2392,37.97699013,-120.2119756,,
21163,"Meade County, Kentucky",1304,37.97238771,-86.23939614,,
20155,"Reno County, Kansas",3261,37.97139467,-98.0287118,,
8113,"San Miguel County, Colorado",237,37.9688412,-108.19474,,
21049,"Clark County, Kentucky",1352,37.96730467,-84.158752,,
21165,"Menifee County, Kentucky",352,37.95940825,-83.606243,,
20093,"Kearny County, Kansas",165,37.951749,-101.2279895,,
6077,"San Joaquin County, California",37945,37.94896107,-121.2507072,,
51109,"Louisa County, Virginia",1153,37.94609225,-77.9078445,,
29055,"Crawford County, Missouri",966,37.9424285,-91.3218275,,
54025,"Greenbrier County, West Virginia",1426,37.93658577,-80.45993642,,
21175,"Morgan County, Kentucky",733,37.93350111,-83.20503467,,
29085,"Hickory County, Missouri",274,37.93338114,-93.34352329,,
51057,"Essex County, Virginia",453,37.93180022,-76.93049867,,
20047,"Edwards County, Kansas",81,37.922406,-99.34875025,,
29221,"Washington County, Missouri",1049,37.92010388,-90.7899325,,
51159,"Richmond County, Virginia",440,37.916931,-76.6624308,,
20207,"Woodson County, Kansas",88,37.90297525,-95.70097775,,
6013,"Contra Costa County, California",46137,37.89922694,-122.0143509,,
51133,"Northumberland County, Virginia",371,37.88516113,-76.4030815,,
21113,"Jessamine County, Kentucky",2311,37.88514225,-84.6182045,,
51065,"Fluvanna County, Virginia",788,37.8788506,-78.2894714,,
20011,"Bourbon County, Kansas",862,37.87156243,-94.85992629,,
20001,"Allen County, Kansas",642,37.86780243,-95.28518229,,
20073,"Greenwood County, Kansas",196,37.85169722,-96.16749578,,
8111,"San Juan County, Colorado",20,37.848391,-107.680381,,
21115,"Johnson County, Kentucky",992,37.8364617,-82.812871,,
54045,"Logan County, West Virginia",1378,37.833621,-81.94286835,,
29161,"Phelps County, Missouri",5096,37.83208333,-91.85865478,,
51163,"Rockbridge County, Virginia",904,37.83017267,-79.40977267,,
29169,"Pulaski County, Missouri",8615,37.830027,-92.203011,,
21197,"Powell County, Kentucky",512,37.82863267,-83.77952967,,
21091,"Hancock County, Kentucky",334,37.827685,-86.80275125,,
21159,"Martin County, Kentucky",624,37.81553486,-82.54847214,,
21167,"Mercer County, Kentucky",842,37.80815767,-84.831561,,
29217,"Vernon County, Missouri",812,37.798688,-94.36057725,,
51005,"Alleghany County, Virginia",532,37.79436367,-79.83641267,,
21101,"Henderson County, Kentucky",1824,37.79364263,-87.58536913,,
21179,"Nelson County, Kentucky",1740,37.79359344,-85.43806089,,
51001,"Accomack County, Virginia",1301,37.79235288,-75.65539208,,
49017,"Garfield County, Utah",185,37.7892653,-111.5763946,,
17077,"Jackson County, Illinois",8615,37.78742763,-89.39900956,,
20015,"Butler County, Kansas",3300,37.7844026,-96.90944353,,
51125,"Nelson County, Virginia",471,37.78036693,-78.89657167,,
6075,"San Francisco County, California",35119,37.77847869,-122.6136182,,
21229,"Washington County, Kentucky",534,37.77718,-85.1498825,,
21027,"Breckinridge County, Kentucky",784,37.77441864,-86.39284493,,
17059,"Gallatin County, Illinois",219,37.773708,-88.23403117,,
17199,"Williamson County, Illinois",2725,37.77253382,-88.98481155,,
54081,"Raleigh County, West Virginia",3269,37.76718164,-81.25187618,,
8079,"Mineral County, Colorado",19,37.761293,-106.981852,,
51085,"Hanover County, Virginia",4383,37.7609562,-77.493295,,
17165,"Saline County, Illinois",1101,37.757371,-88.56096171,,
21237,"Wolfe County, Kentucky",259,37.749378,-83.5222705,,
51075,"Goochland County, Virginia",682,37.73751046,-77.89866208,,
21059,"Daviess County, Kentucky",4231,37.73723333,-87.09165867,,
54059,"Mingo County, West Virginia",1016,37.73601,-82.1292243,,
49021,"Iron County, Utah",3964,37.7324098,-113.2250516,,
6001,"Alameda County, California",75803,37.73220389,-122.0976799,,
51103,"Lancaster County, Virginia",340,37.7263689,-76.476736,,
29039,"Cedar County, Missouri",485,37.72565075,-93.91565175,,
32017,"Lincoln County, Nevada",286,37.720352,-114.9493138,,
20069,"Gray County, Kansas",232,37.710999,-100.399182,,
21065,"Estill County, Kentucky",563,37.709292,-83.96152767,,
8033,"Dolores County, Colorado",54,37.70675433,-108.582805,,
51101,"King William County, Virginia",644,37.704283,-77.07697925,,
21151,"Madison County, Kentucky",6956,37.70406467,-84.26268117,,
20057,"Ford County, Kansas",2016,37.7025584,-99.840656,,
21153,"Magoffin County, Kentucky",564,37.69283389,-83.04236644,,
21093,"Hardin County, Kentucky",5835,37.691407,-85.99121333,,
20173,"Sedgwick County, Kansas",23800,37.68579495,-97.3949023,,
29157,"Perry County, Missouri",785,37.68233786,-89.71688229,,
29059,"Dallas County, Missouri",622,37.68083483,-93.05346083,,
32009,"Esmeralda County, Nevada",16,37.676673,-117.732593,,
51097,"King and Queen County, Virginia",267,37.6739738,-76.8810881,,
8055,"Huerfano County, Colorado",186,37.664501,-105.0917903,,
20151,"Pratt County, Kansas",569,37.6639304,-98.7967438,,
54089,"Summers County, West Virginia",380,37.650329,-80.87738631,,
49037,"San Juan County, Utah",832,37.64678467,-109.7513621,,
21079,"Garrard County, Kentucky",605,37.64490075,-84.52586175,,
21225,"Union County, Kentucky",1461,37.6317246,-87.9293902,,
8105,"Rio Grande County, Colorado",462,37.61731175,-106.4315005,,
51119,"Middlesex County, Virginia",374,37.61729917,-76.46228375,,
29167,"Polk County, Missouri",1809,37.61293246,-93.42255069,,
29065,"Dent County, Missouri",558,37.611142,-91.51944383,,
54109,"Wyoming County, West Virginia",895,37.611119,-81.54214127,,
21021,"Boyle County, Kentucky",1612,37.60905033,-84.898715,,
29105,"Laclede County, Missouri",1471,37.608479,-92.59191283,,
20097,"Kiowa County, Kansas",148,37.604411,-99.26175567,,
6099,"Stanislaus County, California",27800,37.60244114,-120.9431163,,
21129,"Lee County, Kentucky",377,37.59794333,-83.68926783,,
51049,"Cumberland County, Virginia",445,37.5830535,-78.1765455,,
21155,"Marion County, Kentucky",871,37.58214988,-85.30877125,,
20205,"Wilson County, Kansas",320,37.573111,-95.73825986,,
6043,"Mariposa County, California",637,37.57163363,-119.9617976,,
8003,"Alamosa County, Colorado",1310,37.571542,-105.8298738,,
29093,"Iron County, Missouri",426,37.56682091,-90.79700582,,
51087,"Henrico County, Virginia",12439,37.56496533,-77.440112,,
20067,"Grant County, Kansas",358,37.562467,-101.308565,,
20133,"Neosho County, Kansas",766,37.56042367,-95.31685467,,
20187,"Stanton County, Kansas",90,37.54964,-101.806292,,
51145,"Powhatan County, Virginia",1369,37.5474615,-77.9108615,,
51009,"Amherst County, Virginia",1462,37.5434114,-79.1031652,,
54063,"Monroe County, West Virginia",453,37.53725908,-80.53461875,,
51029,"Buckingham County, Virginia",837,37.525511,-78.511054,,
20095,"Kingman County, Kansas",280,37.52273,-98.159514,,
21149,"McLean County, Kentucky",354,37.52118817,-87.25301783,,
21233,"Webster County, Kentucky",580,37.51753513,-87.72913963,,
21025,"Breathitt County, Kentucky",597,37.51195267,-83.31158722,,
20037,"Crawford County, Kansas",3813,37.49993254,-94.77192062,,
21071,"Floyd County, Kentucky",1697,37.49810018,-82.73122764,,
21123,"Larue County, Kentucky",610,37.4944595,-85.67420175,,
51045,"Craig County, Virginia",192,37.493596,-80.180455,,
51127,"New Kent County, Virginia",762,37.4904628,-77.0067116,,
51023,"Botetourt County, Virginia",1099,37.485246,-79.83948136,,
29011,"Barton County, Missouri",489,37.4849072,-94.3779372,,
17069,"Hardin County, Illinois",128,37.479996,-88.26733175,,
32023,"Nye County, Nevada",1445,37.47257478,-116.5982797,,
21195,"Pike County, Kentucky",2888,37.47196502,-82.35611035,,
21085,"Grayson County, Kentucky",1041,37.46953514,-86.34542286,,
17181,"Union County, Illinois",761,37.46327614,-89.27303029,,
20081,"Haskell County, Kansas",187,37.4616295,-100.9236285,,
17087,"Johnson County, Illinois",748,37.457608,-88.86851918,,
21183,"Ohio County, Kentucky",956,37.45411182,-86.82076182,,
6081,"San Mateo County, California",29366,37.45245198,-122.3374288,,
29123,"Madison County, Missouri",520,37.452078,-90.286181,,
21137,"Lincoln County, Kentucky",1024,37.43061117,-84.66411,,
54055,"Mercer County, West Virginia",2737,37.41829615,-81.1480409,,
8083,"Montezuma County, Colorado",954,37.41688838,-108.5914044,,
21189,"Owsley County, Kentucky",201,37.41301967,-83.692027,,
51041,"Chesterfield County, Virginia",13859,37.41230217,-77.56631342,,
21109,"Jackson County, Kentucky",530,37.40809263,-83.99054975,,
29057,"Dade County, Missouri",270,37.40512833,-93.85018717,,
51115,"Mathews County, Virginia",281,37.398996,-76.29497,,
29031,"Cape Girardeau County, Missouri",5123,37.389429,-89.70188375,,
20049,"Elk County, Kansas",83,37.3884564,-96.2885102,,
51073,"Gloucester County, Virginia",1502,37.38588194,-76.50951729,,
54047,"McDowell County, West Virginia",874,37.38217624,-81.6305766,,
51036,"Charles City County, Virginia",275,37.3668375,-77.0539275,,
51011,"Appomattox County, Virginia",607,37.36367375,-78.84485075,,
51131,"Northampton County, Virginia",490,37.36123844,-75.91176988,,
21203,"Rockcastle County, Kentucky",697,37.35001817,-84.31869367,,
21217,"Taylor County, Kentucky",1430,37.3440595,-85.276336,,
8009,"Baca County, Colorado",127,37.34294033,-102.5426158,,
49025,"Kane County, Utah",249,37.34097617,-112.4747817,,
17151,"Pope County, Illinois",317,37.3402415,-88.54321375,,
51071,"Giles County, Virginia",641,37.3386276,-80.696886,,
51007,"Amelia County, Virginia",491,37.336652,-78.01686367,,
21119,"Knott County, Kentucky",799,37.33237,-82.92964967,,
51019,"Bedford County, Virginia",2500,37.32541825,-79.54028258,,
29215,"Texas County, Missouri",1230,37.32219638,-91.96411194,,
29179,"Reynolds County, Missouri",232,37.31965057,-91.03438286,,
21087,"Green County, Kentucky",383,37.3153435,-85.5666885,,
21055,"Crittenden County, Kentucky",352,37.31285,-88.149208,,
51095,"James City County, Virginia",2474,37.3099,-76.7743512,,
20035,"Cowley County, Kansas",1951,37.29839833,-96.864114,,
29017,"Bollinger County, Missouri",500,37.29594944,-90.04072122,,
6047,"Merced County, California",16142,37.29105765,-120.6330316,,
51027,"Buchanan County, Virginia",997,37.28606569,-82.03194956,,
20189,"Stevens County, Kansas",215,37.2842345,-101.243794,,
20025,"Clark County, Kansas",72,37.28389267,-99.86753567,,
49053,"Washington County, Utah",6390,37.27812723,-113.4208092,,
21107,"Hopkins County, Kentucky",1864,37.2768324,-87.5293528,,
51161,"Roanoke County, Virginia",3349,37.27015717,-80.056605,,
21099,"Hart County, Kentucky",785,37.2696775,-85.86758333,,
21193,"Perry County, Kentucky",1314,37.26909073,-83.21112265,,
20191,"Sumner County, Kansas",928,37.2687135,-97.50638067,,
8071,"Las Animas County, Colorado",759,37.26808809,-104.3400759,,
51147,"Prince Edward County, Virginia",3119,37.25926729,-78.43003143,,
21045,"Casey County, Kentucky",611,37.258536,-84.89102167,,
20119,"Meade County, Kansas",194,37.25341333,-100.3209567,,
8023,"Costilla County, Colorado",146,37.25221743,-105.4708121,,
29229,"Wright County, Missouri",727,37.251011,-92.47570629,,
29225,"Webster County, Missouri",1542,37.24472171,-92.88681029,,
29077,"Greene County, Missouri",18849,37.23929521,-93.34046121,,
20007,"Barber County, Kansas",180,37.23692138,-98.62404413,,
21061,"Edmonson County, Kentucky",606,37.23051529,-86.26286229,,
8067,"La Plata County, Colorado",3425,37.23009167,-107.9126813,,
17153,"Pulaski County, Illinois",232,37.22906278,-89.10388311,,
21177,"Muhlenberg County, Kentucky",1453,37.22289929,-87.09869486,,
21031,"Butler County, Kentucky",514,37.2207371,-86.7050984,,
17127,"Massac County, Illinois",553,37.217041,-88.72126967,,
20033,"Comanche County, Kansas",49,37.21558433,-99.35941033,,
51031,"Campbell County, Virginia",2598,37.20765582,-79.14145673,,
6085,"Santa Clara County, California",83664,37.20701381,-121.7193614,,
51149,"Prince George County, Virginia",1966,37.20651433,-77.27075233,,
8021,"Conejos County, Colorado",353,37.20282129,-106.01636,,
51199,"York County, Virginia",3228,37.20054657,-76.47935643,,
8007,"Archuleta County, Colorado",340,37.1925532,-107.1347994,,
29097,"Jasper County, Missouri",5939,37.18744255,-94.342492,,
20077,"Harper County, Kansas",208,37.18649357,-98.01830514,,
6039,"Madera County, California",8241,37.18610883,-119.7988889,,
20021,"Cherokee County, Kansas",866,37.18568933,-94.814239,,
21139,"Livingston County, Kentucky",342,37.17850986,-88.35072157,,
17003,"Alexander County, Illinois",401,37.17631538,-89.339913,,
21033,"Caldwell County, Kentucky",473,37.1708895,-87.926819,,
51121,"Montgomery County, Virginia",17362,37.15617791,-80.38564727,,
20099,"Labette County, Kansas",1018,37.15348675,-95.31524488,,
21051,"Clay County, Kentucky",1041,37.14806633,-83.74170944,,
51135,"Nottoway County, Virginia",803,37.14493525,-78.0787405,,
20125,"Montgomery County, Kansas",1775,37.1432522,-95.7828621,,
51051,"Dickenson County, Virginia",610,37.14212467,-82.35717833,,
21133,"Letcher County, Kentucky",993,37.14102654,-82.82339492,,
51185,"Tazewell County, Virginia",1825,37.140261,-81.56417428,,
51021,"Bland County, Virginia",237,37.127348,-81.15842,,
21125,"Laurel County, Kentucky",2410,37.12668564,-84.10494318,,
51181,"Surry County, Virginia",296,37.1205502,-76.909038,,
29223,"Wayne County, Missouri",525,37.11805264,-90.44082014,,
51053,"Dinwiddie County, Virginia",1274,37.095801,-77.64511311,,
20129,"Morton County, Kansas",121,37.092142,-101.766804,,
21131,"Leslie County, Kentucky",508,37.09108894,-83.40071711,,
20175,"Seward County, Kansas",1557,37.08970033,-100.837753,,
29203,"Shannon County, Missouri",350,37.0894896,-91.3717028,,
51155,"Pulaski County, Virginia",1339,37.0891185,-80.68761463,,
21001,"Adair County, Kentucky",1131,37.08427963,-85.33527375,,
20019,"Chautauqua County, Kansas",128,37.0752544,-96.1862716,,
29109,"Lawrence County, Missouri",1494,37.07277389,-93.82156778,,
21199,"Pulaski County, Kentucky",2446,37.07157955,-84.59360855,,
21007,"Ballard County, Kentucky",313,37.07140267,-88.93260233,,
29201,"Scott County, Missouri",1633,37.06889845,-89.57383482,,
21143,"Lyon County, Kentucky",330,37.059111,-88.084921,,
21145,"McCracken County, Kentucky",2374,37.0537935,-88.704328,,
6087,"Santa Cruz County, California",19914,37.04120752,-122.0053059,,
51037,"Charlotte County, Virginia",532,36.9987255,-78.6491103,,
21169,"Metcalfe County, Kentucky",417,36.9977334,-85.6643894,,
51067,"Franklin County, Virginia",2554,36.9894561,-79.8800424,,
21207,"Russell County, Kentucky",695,36.9821765,-85.097139,,
51167,"Russell County, Virginia",1176,36.96626257,-82.00021329,,
51063,"Floyd County, Virginia",490,36.954175,-80.3599582,,
21227,"Warren County, Kentucky",9251,36.9534305,-86.39623492,,
51195,"Wise County, Virginia",2492,36.95266644,-82.63049278,,
29043,"Christian County, Missouri",2944,36.94697,-93.17795542,,
51111,"Lunenburg County, Virginia",547,36.9433232,-78.1975652,,
21009,"Barren County, Kentucky",1676,36.93827044,-85.923644,,
29067,"Douglas County, Missouri",505,36.93722675,-92.54065775,,
29035,"Carter County, Missouri",242,36.93320525,-90.96022225,,
21157,"Marshall County, Kentucky",1124,36.91463425,-88.31245575,,
29207,"Stoddard County, Missouri",1302,36.91216091,-89.92980573,,
51183,"Sussex County, Virginia",837,36.90978829,-77.237371,,
51093,"Isle of Wight County, Virginia",1347,36.90482111,-76.67535622,,
29145,"Newton County, Missouri",2620,36.89050464,-94.28532773,,
21221,"Trigg County, Kentucky",532,36.8777225,-87.7734775,,
51197,"Wythe County, Virginia",1027,36.87494489,-81.06826967,,
21121,"Knox County, Kentucky",1552,36.87179861,-83.83823667,,
21095,"Harlan County, Kentucky",1276,36.86412365,-83.22605346,,
51173,"Smyth County, Virginia",1278,36.851665,-81.54538571,,
40115,"Ottawa County, Oklahoma",1630,36.850693,-94.8326673,,
21039,"Carlisle County, Kentucky",185,36.84763675,-89.002029,,
21219,"Todd County, Kentucky",503,36.84600314,-87.16558557,,
29133,"Mississippi County, Missouri",693,36.84361717,-89.29478467,,
21231,"Wayne County, Kentucky",901,36.8338815,-84.8218725,,
21141,"Logan County, Kentucky",1048,36.83149683,-86.85030717,,
21047,"Christian County, Kentucky",6323,36.8290438,-87.5079606,,
21057,"Cumberland County, Kentucky",278,36.8282394,-85.4460132,,
